symbol,name,sector,profile,listing_date,issued_share
VIC,Tập đoàn Vingroup - Công ty CP,Real Estate,"Tập đoàn Vingroup - Công ty Cổ phần (VIC) có tiền thân là Công ty Cổ phần Thương mại Tổng hợp Việt Nam được thành lập vào năm 2002. Tập đoàn hoạt động trong lĩnh vực bất động sản, du lịch nghỉ dưỡng - vui chơi giải trí, bán lẻ, công nghiệp và hạ tầng xã hội. VIC đã đưa vào vận hành 27 dự án với gần 97,200 căn hộ, biệt thự, nhà phố thương mại được bàn giao. Về bất động sản bán lẻ, Tập đoàn đã phát triển, sở hữu và vận hành 80 trung tâm thương mại. Trong lĩnh vực sản xuất ô tô, VinFast là thương hiệu ô tô đầu tiên của Việt Nam đạt đẳng cấp chất lượng và mọi tiêu chuẩn để xuất khẩu sang Hoa Kỳ. Ngoài ra, VIC còn tham gia đầu tư phát triển hạ tầng xã hội trong các lĩnh vực y tế, giáo dục. VIC được niêm yết và giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ tháng 09/2007.",2007-09-19T00:00:00,7706031024.0
