date,open,high,low,close,volume,sma_10,sma_20,ema_20,macd_histogram,rsi_14,atr_14,cci_14,momentum_10,roc_12,obv,log_return,body_size,daily_range,upper_shadow,lower_shadow,rolling_std_20,historical_volatility_20,return_lag_1,return_lag_2,return_lag_3,return_lag_4,return_lag_5,rolling_max_20,rolling_min_20,rolling_mean_20,distance_from_high_20,distance_from_low_20,volume_sma_20,volume_ratio,volume_change,price_volume,vnindex,vnindex_volume,vnindex_return,correlation_market_20,beta_20,day_of_week
8/12/2022,58.51,59.25,58.51,59.25,1796100,59.823,59.795,59.520663,-0.235308828,42.32902033,0.782142857,-127.5584365,-0.75,-0.420168067,-93749300,0.011031083,0.74,0.74,0,0,0.540530928,0.147497984,-0.019246862,0.006909336,-0.002689076,-0.005515628,-0.009601059,60.57,58.6,59.795,0.021792967,0.01109215,1874800,0.958022189,-0.537635793,106418925,1262.33,478668400,0.00819443,0.392497999,0.530909142,4
8/15/2022,59.34,59.34,58.76,58.92,2525800,59.658,59.7865,59.463457,-0.242933308,45.8,0.752857143,-109.8460437,-1.65,-1.520976099,-96275100,-0.005585188,-0.42,0.58,0,0.16,0.553384562,0.14884806,0.01109215,-0.019246862,0.006909336,-0.002689076,-0.005515628,60.57,58.6,59.7865,0.027241209,0.005460751,1945755,1.298107932,0.406269139,148820136,1274.2,556111500,0.009403246,0.370080415,0.506458669,0
8/16/2022,59.17,59.67,59.09,59.17,1688300,59.526,59.745,59.43550871,-0.222533719,46.75834971,0.759285714,-60.34392913,-1.32,-1.383333333,-94586800,0.004234065,0,0.58,0.5,0.08,0.567473626,0.138333462,-0.00556962,0.01109215,-0.019246862,0.006909336,-0.002689076,60.57,58.6,59.745,0.023113753,0.009726962,1953665,0.864170674,-0.331578114,99896711,1274.69,541168800,0.000384555,0.415606461,0.526489174,1
8/17/2022,59.17,59.83,59.09,59.83,1316400,59.46,59.7285,59.47307931,-0.158966125,50,0.776428571,-18.08705104,-0.66,-1.221726928,-93270400,0.011092551,0.66,0.74,0,0.08,0.559513652,0.144197238,0.004243041,-0.00556962,0.01109215,-0.019246862,0.006909336,60.57,58.6,59.7285,0.012217269,0.020989761,1961095,0.671257639,-0.220280756,78760212,1275.28,611549400,0.000462858,0.35957743,0.499175911,2
8/18/2022,59.83,60.66,59.83,60.49,4230600,59.468,59.7365,59.5699289,-0.071311664,54.14551607,0.765,84.38228438,0.08,0,-89039800,0.010970855,0.66,0.83,0.17,0,0.569619217,0.149357135,0.011154301,0.004243041,-0.00556962,0.01109215,-0.019246862,60.57,58.6,59.7365,0.001320786,0.03225256,2086600,2.027508866,2.213764813,255908994,1273.66,522028300,-0.001270309,0.300292858,0.426655866,3
8/19/2022,60.49,61.4,60.08,61.07,5225600,59.592,59.823,59.71279282,0.021902107,54.22297297,0.782857143,136.3488183,1.24,0.958836171,-83814200,0.009542685,0.58,1.32,0.33,0.41,0.633960816,0.139236397,0.011031255,0.011154301,0.004243041,-0.00556962,0.01109215,61.07,58.6,59.823,0,0.042150171,2312265,2.259948579,0.235191226,319127392,1269.18,541159000,-0.003517422,0.173263868,0.228756183,4
8/22/2022,61.07,61.64,60.74,60.74,2071700,59.716,59.856,59.81062207,0.055589933,52.02593193,0.758571429,143.9615827,1.24,0.546267174,-85885900,-0.005418288,-0.33,0.9,0.57,0,0.664485555,0.134902559,0.009588362,0.011031255,0.011154301,0.004243041,-0.00556962,61.07,58.6,59.856,0.005403635,0.036518771,2353720,0.88018116,-0.603547918,125835058,1260.43,530100300,-0.006894215,0.320451932,0.40276942,0
8/23/2022,60.74,62.55,60.66,62.47,4551200,60.029,60.0125,60.06389616,0.181539766,62.53164557,0.835,186.6982378,3.13,4.412502089,-81334700,0.028083982,1.73,1.89,0.08,0.08,0.872569557,0.158787869,-0.005403635,0.009588362,0.011031255,0.011154301,0.004243041,62.47,58.6,60.0125,0,0.066040956,2523580,1.803469674,1.196843172,284313464,1270.81,488438500,0.008235285,0.312613955,0.465883029,1
8/24/2022,62.47,64.53,62.47,64.03,5443600,60.457,60.239,60.44162034,0.347452369,69.29637527,0.947142857,235.2303523,4.28,7.613445378,-75891100,0.024665282,1.56,2.06,0.5,0,1.242192035,0.17751175,0.028482055,-0.005403635,0.009588362,0.011031255,0.011154301,64.03,58.6,60.239,0,0.092662116,2756285,1.974977188,0.196080155,348553708,1277.16,495010400,0.004996813,0.302760037,0.504438159,2
8/25/2022,64.2,64.53,63.46,64.2,2182100,61.017,60.4575,60.79956126,0.440216982,74.35897436,0.976428571,181.8356099,5.6,8.190091001,-73709000,0.002651487,0,1.07,0.33,0.74,1.519784871,0.177417032,0.024971987,0.028482055,-0.005403635,0.009588362,0.011031255,64.2,58.6,60.4575,0,0.09556314,2804420,0.778093153,-0.599143949,140090820,1288.88,531338200,0.009176611,0.299902017,0.526716547,3
8/26/2022,64.12,64.36,62.8,63.37,2463000,61.429,60.626,61.04436495,0.417449972,70.43294615,1.058571429,121.8363023,4.12,6.058577406,-76172000,-0.013012647,-0.75,1.56,0.24,0.57,1.647816418,0.186877972,0.002655005,0.024971987,0.028482055,-0.005403635,0.009588362,64.2,58.6,60.626,0.012928349,0.081399317,2798430,0.880136362,0.128729206,156080310,1282.57,579737000,-0.004895723,0.364821646,0.656617191,4
8/29/2022,62.72,62.88,62.14,62.22,3311500,61.759,60.7085,61.15633019,0.302090357,63.7667304,1.122857143,62.71887795,3.3,6.177474403,-79483500,-0.018314072,-0.5,0.74,0.16,0.08,1.685733559,0.199102913,-0.012928349,0.002655005,0.024971987,0.028482055,-0.005403635,64.2,58.6,60.7085,0.030841121,0.061774744,2837625,1.166997049,0.344498579,206041530,1270.8,754982100,-0.009176887,0.468547517,1.039742676,0
8/30/2022,62.22,62.96,62.22,62.63,2234900,62.105,60.8155,61.2966797,0.233609863,63.7667304,1.140714286,60.17929357,3.46,5.70464135,-77248600,0.006567905,0.41,0.74,0.33,0,1.738234055,0.199638347,-0.018147388,-0.012928349,0.002655005,0.024971987,0.028482055,64.2,58.6,60.8155,0.024454829,0.068771331,2819325,0.792707474,-0.325109467,139971787,1279.39,450860200,0.006759522,0.509238029,1.151199249,1
8/31/2022,62.55,62.96,62.22,62.22,1657100,62.344,60.902,61.38461496,0.145239226,68.62139918,1.082142857,45.83591651,2.39,5.600814664,-78905700,-0.006567905,-0.33,0.74,0.41,0,1.764037236,0.201768579,0.006589521,-0.018147388,-0.012928349,0.002655005,0.024971987,64.2,58.6,60.902,0.030841121,0.061774744,2745445,0.603581569,-0.258535057,103104762,1280.51,434307600,0.000875417,0.525293461,1.228297085,2
9/5/2022,62.22,64.12,62.22,63.87,3169400,62.682,61.075,61.6213183,0.180167726,71.54850746,1.165,76.55791874,3.38,7.943214467,-75736300,0.026173276,1.65,1.9,0.25,0,1.879152945,0.220004923,-0.006546384,0.006589521,-0.018147388,-0.012928349,0.002655005,64.2,58.6,61.075,0.005140187,0.089931741,2817885,1.124744267,0.91261843,202429578,1277.35,431994100,-0.002467767,0.424860526,1.07686094,0
9/6/2022,63.87,65.11,63.7,64.12,2649000,62.987,61.2895,61.85928798,0.200791358,74.43609023,1.224285714,107.055154,3.05,7.170315895,-73087300,0.00390656,0.25,1.41,0.99,0.17,1.972106742,0.215010101,0.026518804,-0.006546384,0.006589521,-0.018147388,-0.012928349,64.2,58.6,61.2895,0.001246106,0.094197952,2843565,0.931577087,-0.164195116,169853880,1277.4,515252000,3.91E-05,0.416569759,1.035066357,1
9/7/2022,64.12,64.12,62.39,62.39,2916400,63.152,61.434,61.90983199,0.084551233,63.28382838,1.294285714,34.5476553,1.65,3.141015044,-76003700,-0.027351322,-1.73,1.73,0,0,1.939697209,0.239164296,0.003914201,0.026518804,-0.006546384,0.006589521,-0.018147388,64.2,58.6,61.434,0.028193146,0.064675768,2849595,1.023443682,0.100943752,181954196,1243.17,753758800,-0.026796618,0.603090097,1.104107585,2
9/8/2022,62.63,63.05,61.97,62.39,1351100,63.144,61.5865,61.95556227,-0.001167095,61.16928447,1.318571429,-7.207207207,-0.08,2.161454069,-76003700,0,-0.24,1.08,0.42,0.42,1.885541316,0.238582943,-0.026980661,0.003914201,0.026518804,-0.006546384,0.006589521,64.2,58.6,61.5865,0.028193146,0.064675768,2810660,0.480705599,-0.536723358,84295129,1234.6,524895800,-0.006893667,0.608991665,1.09849303,3
9/9/2022,62.55,63.05,62.22,62.55,1188500,62.996,61.7265,62.01217539,-0.05304797,59.39781022,1.318571429,-10.73490135,-1.48,2.979914389,-74815200,0.002561231,0,0.83,0.5,0.33,1.845530233,0.238043907,0,-0.026980661,0.003914201,0.026518804,-0.006546384,64.2,58.6,61.7265,0.025700935,0.067406143,2792845,0.425551722,-0.120346384,74340675,1248.78,513432800,0.011485501,0.581933677,0.994238619,4
9/12/2022,62.63,62.8,62.06,62.06,1391890,62.782,61.8995,62.01673011,-0.122361077,54.55381785,1.277142857,-50.56008806,-2.14,-0.656315031,-76207090,-0.007864578,-0.57,0.74,0.17,0,1.692884412,0.227492615,0.002564514,0,-0.026980661,0.003914201,0.026518804,64.2,58.92,61.8995,0.033333333,0.0532926,2668209.5,0.521656939,0.171131679,86380693.4,1249.62,359054745,0.000672657,0.576490226,0.944702194,0
9/13/2022,61.97,62.63,61.97,62.39,1561638,62.684,62.0565,62.05227963,-0.146357493,57.58969641,1.26,-64.36781609,-0.98,-2.561299391,-74645452,0.005303347,0.42,0.66,0.24,0,1.575788107,0.225674244,-0.007833733,0.002564514,0,-0.026980661,0.003914201,64.2,58.92,62.0565,0.028193146,0.058893415,2656486.4,0.587858458,0.12195504,97430594.82,1248.4,379401200,-0.000976297,0.564792686,0.941602683,1
9/14/2022,61.73,61.81,60.82,60.98,2040943,62.56,62.1595,61.95015776,-0.251401509,42.93838863,1.237142857,-168.4946016,-1.24,-5.015576324,-76686395,-0.022859065,-0.75,0.99,0.08,0.16,1.419564333,0.241475477,0.005317435,-0.007833733,0.002564514,0,-0.026980661,64.2,59.17,62.1595,0.050155763,0.030589826,2632243.55,0.775362523,0.306924524,124456704.1,1240.77,547541600,-0.006111823,0.63143133,1.160168607,2
9/15/2022,61.07,61.97,61.07,61.4,1210034,62.437,62.271,61.89776178,-0.28437869,36.02550478,1.160714286,-125.2500343,-1.23,-3.108726527,-75476361,0.006863894,0.33,0.9,0.57,0,1.24982483,0.242007898,-0.022599776,0.005317435,-0.007833733,0.002564514,0,64.2,59.83,62.271,0.043613707,0.026241016,2608330.25,0.463911347,-0.40712014,74296087.6,1245.66,364378200,0.003941101,0.633398274,1.155761589,3
9/16/2022,61.56,62.63,61.31,62.63,2310120,62.478,62.411,61.96749875,-0.218116593,42.50238777,1.178571429,-48.35924007,0.41,0.658952105,-73166241,0.019834561,1.07,1.32,0,0.25,1.111129819,0.248447015,0.006887504,-0.022599776,0.005317435,-0.007833733,0.002564514,64.2,60.49,62.411,0.024454829,0.035377748,2658016.25,0.869114325,0.909136437,144682815.6,1234.03,556878300,-0.009336416,0.540955008,0.991083478,4
9/19/2022,62.3,62.39,61.73,61.97,1419408,62.288,62.485,61.96773697,-0.21324506,43.2038835,1.131428571,-61.12026359,-1.9,-1.053808079,-74585649,-0.010594,-0.33,0.66,0.09,0.24,1.022182907,0.250305256,0.020032573,0.006887504,-0.022599776,0.005317435,-0.007833733,64.2,60.74,62.485,0.034735202,0.020250247,2517456.65,0.563826193,-0.385569581,87960713.76,1205.43,607678700,-0.023176098,0.553660803,0.890123662,0
9/20/2022,62.06,62.8,62.06,62.47,1140495,62.123,62.555,62.01557154,-0.172592799,51.29533679,1.102857143,-5.816061879,-1.65,0.401800064,-73445154,0.008036045,0.41,0.74,0.33,0,0.966608286,0.249697322,-0.010538081,0.020032573,0.006887504,-0.022599776,0.005317435,64.2,60.74,62.555,0.02694704,0.028482055,2313201.4,0.493037485,-0.196499527,71246722.65,1218.93,392624700,0.011199323,0.562354948,0.860141907,1
9/21/2022,62.39,63.95,62.3,63.37,2480307,62.221,62.6865,62.14456473,-0.085724489,53.64891519,1.167857143,82.16939079,0.98,-0.782840144,-70964847,0.014304122,0.98,1.65,0.58,0.09,0.881877632,0.252579888,0.00806842,-0.010538081,0.020032573,0.006887504,-0.022599776,64.2,60.98,62.6865,0.012928349,0.039193178,2333631.75,1.062852783,1.174763589,157177054.6,1210.55,306355000,-0.006874882,0.524641596,0.811760173,2
9/22/2022,63.13,63.54,62.63,63.37,1034545,62.319,62.7315,62.26127285,-0.03168315,55.90955807,1.18,66.76515152,0.98,-1.169681847,-70964847,0,0.24,0.91,0.17,0.5,0.893139201,0.232793621,0.014406915,0.00806842,-0.010538081,0.020032573,0.006887504,64.2,60.98,62.7315,0.012928349,0.039193178,2157799,0.479444564,-0.582896391,65559116.65,1214.7,413670100,0.003428194,0.478345312,0.695450643,3
9/23/2022,63.46,63.7,63.05,63.21,1399756,62.385,62.6905,62.35162782,-0.011188671,45.99514563,1.090714286,83.97318008,0.66,1.314313191,-72364603,-0.002528047,-0.25,0.65,0.24,0.16,0.848078168,0.214712561,0,0.014406915,0.00806842,-0.010538081,0.020032573,64.2,60.98,62.6905,0.015420561,0.036569367,1955606.8,0.715765562,0.35301606,88478576.76,1203.28,418744600,-0.009401498,0.454378399,0.610956385,4
9/26/2022,62.47,62.8,60.74,60.98,3387326,62.277,62.5295,62.2209966,-0.144872131,34.63796477,1.166428571,-113.3084577,-1.08,-2.259977561,-75751929,-0.035916575,-1.49,2.06,0.33,0.24,0.852065447,0.246983085,-0.002524854,0,0.014406915,0.00806842,-0.010538081,64.12,60.98,62.5295,0.04897068,0,2015868.1,1.680331168,1.419940332,206559139.5,1174.35,671202400,-0.024042617,0.572063742,0.833448109,0
9/27/2022,61.4,61.73,59.58,59.67,2416742,62.005,62.3445,61.97804454,-0.309140984,36.12244898,1.196428571,-197.9859451,-2.72,-4.604316547,-78168671,-0.02171656,-1.73,2.15,0.33,0.09,1.04075112,0.253573183,-0.035279228,-0.002524854,0,0.014406915,0.00806842,64.12,59.67,62.3445,0.069401123,0,2013555.2,1.200236279,-0.28653398,144206995.1,1166.54,390888400,-0.006650488,0.567556167,0.848160226,1
9/28/2022,59.34,60.16,58.43,59.17,2146817,61.824,62.192,61.71061173,-0.431572022,34.36893204,1.242857143,-209.8622611,-1.81,-4.656783758,-80315488,-0.008414725,-0.17,1.73,0.82,0.74,1.26026146,0.248084831,-0.021482453,-0.035279228,-0.002524854,0,0.014406915,64.12,59.17,62.192,0.077199002,0,1955321.05,1.09793581,-0.111689622,127027161.9,1143.62,475130574,-0.019647847,0.560930161,0.785020242,2
9/29/2022,60.08,60.57,59.5,59.91,2034120,61.675,62.056,61.5391249,-0.441244348,37.86764706,1.283571429,-120.9474172,-1.49,-3.974995993,-78281368,0.012428779,-0.17,1.07,0.49,0.41,1.353799332,0.251787706,-0.00837942,-0.021482453,-0.035279228,-0.002524854,0,64.12,59.17,62.056,0.065658141,0.012506338,1945282.05,1.045668416,-0.052494926,121864129.2,1126.07,392743158,-0.015346007,0.484413214,0.697610091,3
9/30/2022,59.25,60.41,59.25,59.58,2346199,61.37,61.924,61.35254157,-0.447013874,38.43283582,1.313571429,-113.0422061,-3.05,-2.2958347,-80627567,-0.005523489,0.33,1.16,0.83,0,1.461395872,0.251571289,0.012506338,-0.00837942,-0.021482453,-0.035279228,-0.002524854,64.12,59.17,61.924,0.070804741,0.006929187,1979737,1.185106406,0.153422119,139786536.4,1132.11,580988602,0.005363787,0.473874369,0.669808732,4
10/3/2022,59.25,59.75,58.51,58.51,2040145,61.024,61.656,61.08182333,-0.496240987,33.07155323,1.355,-131.1233988,-3.46,-4.706840391,-82667712,-0.018122267,-0.74,1.24,0.5,0,1.572960333,0.233480882,-0.005508262,0.012506338,-0.00837942,-0.021482453,-0.035279228,64.12,58.51,61.656,0.087492202,0,1923274.25,1.060766555,-0.130446735,119368884,1086.44,467842505,-0.040340603,0.517797622,0.562936922,0
10/4/2022,59.17,59.17,57.69,58.43,1632502,60.62,61.3715,60.82926872,-0.505815388,37.4136229,1.348571429,-124.2562929,-4.04,-6.706051413,-84300214,-0.001368223,-0.74,1.48,0,0.74,1.617777146,0.231772046,-0.017959047,-0.005508262,0.012506338,-0.00837942,-0.021482453,63.37,58.43,61.3715,0.077954868,0,1872449.35,0.871853757,-0.199810798,95387091.86,1078.14,484847543,-0.00763963,0.508788989,0.554464852,1
10/5/2022,58.51,59.34,58.51,59.01,1494257,60.184,61.2025,60.65600504,-0.446761817,38.38678328,1.342857143,-84.36454432,-4.36,-4.77650476,-82805957,0.009877465,0.5,0.83,0.33,0,1.68108635,0.221145052,-0.001367288,-0.017959047,-0.005508262,0.012506338,-0.00837942,63.37,58.43,61.2025,0.068802272,0.009926408,1801342.2,0.829524229,-0.084682898,88176105.57,1104.26,366497390,0.024226909,0.482645216,0.463284289,2
10/6/2022,58.76,58.84,57.69,57.69,1503513,59.616,60.9675,60.37352837,-0.468024549,26.20423892,1.342857143,-103.9111619,-5.68,-7.651672803,-84309470,-0.022623073,-1.07,1.15,0.08,0,1.828401301,0.231548777,0.009926408,-0.001367288,-0.017959047,-0.005508262,0.012506338,63.37,57.69,60.9675,0.089632318,0,1808962.85,0.831146422,0.006194383,86737664.97,1074.52,465644550,-0.026932063,0.531951352,0.50832055,3
10/7/2022,57.11,58.76,54.8,57.52,2686766,59.047,60.716,60.10176376,-0.464056321,27.50252781,1.561428571,-126.6994493,-5.69,-9.231497554,-86996236,-0.002951135,0.41,3.96,1.24,2.31,1.94170137,0.230360888,-0.02236909,0.009926408,-0.001367288,-0.017959047,-0.005508262,63.37,57.52,60.716,0.092314976,0,1883876.15,1.426190358,0.786992198,154542780.3,1035.91,724043484,-0.035932323,0.476811816,0.434053185,4
10/10/2022,56.45,58.92,55.55,58.1,1663239,58.759,60.518,59.91111959,-0.39556091,28.08425276,1.742857143,-96.73184094,-2.88,-8.316237967,-85332997,0.01003295,1.65,3.37,0.82,0.9,1.998511551,0.235219057,-0.002946785,-0.02236909,0.009926408,-0.001367288,-0.017959047,63.37,57.52,60.518,0.08316238,0.010083449,1897443.6,0.876568347,-0.3809513,96634185.9,1042.48,509726370,0.00634225,0.515519645,0.472280285,0
10/11/2022,58.1,58.92,57.36,57.85,1719285,58.577,60.291,59.71482249,-0.342278852,20.38626609,1.736428571,-68.76169776,-1.82,-8.479670938,-87052282,-0.00431221,-0.25,1.56,0.82,0.49,2.032242474,0.233075246,0.010083449,-0.002946785,-0.02236909,0.009926408,-0.001367288,63.37,57.52,60.291,0.087107464,0.005737135,1905325.95,0.902357416,0.033696901,99460637.25,1006.2,532383498,-0.034801627,0.48211136,0.41522936,1
10/12/2022,58.1,59.09,57.77,59.01,1274959,58.561,60.1925,59.64769654,-0.210562333,29.19847328,1.765714286,-35.12628581,-0.16,-3.230567399,-85777323,0.019853467,0.91,1.32,0.08,0.33,2.044792809,0.236274121,-0.004302926,0.010083449,-0.002946785,-0.02236909,0.009926408,63.37,57.52,60.1925,0.068802272,0.025904033,1867026.75,0.682882021,-0.258436501,75235330.59,1034.81,503602751,0.028433711,0.596446631,0.463681657,2
10/13/2022,58.51,60.82,58.35,60.82,3172239,58.652,60.1635,59.75934449,0.005371985,40.14839242,1.895714286,67.90433183,0.91,1.927266633,-82605084,0.030211761,2.31,2.47,0,0.16,2.030831499,0.261280757,0.020051858,-0.004302926,0.010083449,-0.002946785,-0.02236909,63.37,57.52,60.1635,0.040239861,0.057371349,1965137,1.614258446,1.488110598,192935576,1050.99,362426909,0.015635721,0.631623087,0.52699699,3
10/14/2022,60.98,61.4,60.74,60.98,1437871,58.792,60.081,59.87559739,0.157461364,50,1.766428571,149.5382471,1.4,3.058982593,-81167213,0.002627259,0,0.66,0.42,0.24,1.957551908,0.25035293,0.030672767,0.020051858,-0.004302926,0.010083449,-0.002946785,63.37,57.52,60.081,0.037715007,0.06015299,1921524.55,0.748296971,-0.54673308,87681373.58,1061.85,466714307,0.010333114,0.660718955,0.516950902,4
10/17/2022,60.82,61.89,60.74,61.07,1681156,59.048,60.036,59.98935002,0.256735073,57.91855204,1.695,147.0037065,2.56,1.93623769,-79486057,0.001474806,0.25,1.15,0.82,0.08,1.921861488,0.248040816,0.002630714,0.030672767,0.020051858,-0.004302926,0.010083449,63.37,57.52,60.036,0.036294777,0.061717663,1934611.95,0.86898874,0.169198071,102668196.9,1051.58,391417511,-0.009671799,0.650573329,0.512880498,0
10/18/2022,61.81,63.46,61.56,63.05,3138948,59.51,60.065,60.2808405,0.437731085,68.79844961,1.742142857,178.2203587,4.62,5.824102048,-76347109,0.031907315,1.24,1.9,0.41,0.25,1.964427063,0.273142051,0.001475894,0.002630714,0.030672767,0.020051858,-0.004302926,63.37,57.52,60.065,0.005049708,0.096140473,2034534.6,1.542833432,0.867136661,197910671.4,1063.66,435818990,0.011487476,0.658704124,0.571445659,1
10/19/2022,62.72,63.29,62.72,63.13,1038904,59.922,60.053,60.55218902,0.538209704,66.66666667,1.682857143,154.9931887,4.12,7.896086139,-75308205,0.00126803,0.41,0.57,0.16,0,1.943800131,0.268273495,0.032421811,0.001475894,0.002630714,0.030672767,0.020051858,63.37,57.52,60.053,0.003787281,0.097531293,1962464.45,0.529387424,-0.669027967,65586009.52,1060.07,315804513,-0.003375139,0.671512454,0.571801837,2
10/20/2022,63.13,63.87,62.47,63.87,2291524,60.54,60.078,60.86817102,0.623847296,71.30089374,1.7,132.9881823,6.18,9.310285812,-73016681,0.011653675,0.74,1.4,0,0.66,1.991340728,0.27151195,0.001268834,0.032421811,0.001475894,0.002630714,0.030672767,63.87,57.52,60.078,0,0.110396384,2025313.4,1.131441682,1.205712944,146359637.9,1058.45,330284750,-0.001528201,0.676181646,0.585644574,3
10/21/2022,63.87,64.61,63.05,63.46,2098990,61.134,60.0905,61.11501187,0.620881367,76.30180659,1.722857143,116.3608816,5.94,7.54109473,-75115671,-0.006439981,-0.41,1.56,0.74,0.41,2.012705629,0.27244381,0.011721844,0.001268834,0.032421811,0.001475894,0.002630714,63.87,57.52,60.0905,0.006419289,0.103268428,2060275.1,1.018791131,-0.084020067,133201905.4,1019.82,593037630,-0.036496764,0.66693504,0.549142778,4
10/24/2022,63.62,63.62,60.98,60.98,1579414,61.422,60.0905,61.1021536,0.429018269,60.79593565,1.805714286,48.29505915,2.88,5.702894782,-76695085,-0.039863845,-2.64,2.64,0,0,2.012705629,0.279281665,-0.006419289,0.011721844,0.001268834,0.032421811,0.001475894,63.87,57.52,60.0905,0.04524816,0.06015299,1969879.5,0.801782038,-0.247536196,96312665.72,986.15,502992511,-0.03301563,0.694713332,0.573860044,0
10/25/2022,61.07,63.29,61.07,62.63,1658734,61.9,60.2385,61.24766278,0.391404997,64.05279503,1.905714286,55.61876413,4.78,8.883866481,-75036351,0.026698455,1.56,2.22,0.66,0,2.087593112,0.282552051,-0.039079735,-0.006419289,0.011721844,0.001268834,0.032421811,63.87,57.52,60.2385,0.019414436,0.088838665,1931979.1,0.858567259,0.050221158,103886510.4,997.7,631312849,0.011712214,0.744848649,0.608942026,1
10/26/2022,62.63,62.96,62.3,62.63,825157,62.262,60.4115,61.37931394,0.346253042,71.36678201,1.858571429,58.50431425,3.62,7.796901893,-75036351,0,0,0.66,0.33,0.33,2.137163085,0.279795685,0.027058052,-0.039079735,-0.006419289,0.011721844,0.001268834,63.87,57.52,60.4115,0.019414436,0.088838665,1865896.1,0.442230947,-0.50253808,51679582.91,993.36,327124544,-0.004350005,0.738083169,0.602479436,2
10/27/2022,62.63,64.69,62.63,64.69,2285350,62.649,60.6505,61.69461738,0.429418132,76.65427509,1.722857143,98.39797529,3.87,11.82368194,-72751001,0.032362234,2.06,2.06,0,0,2.336140486,0.297768039,0,0.027058052,-0.039079735,-0.006419289,0.011721844,64.69,57.52,60.6505,0,0.124652295,1878457.6,1.21660984,1.76959415,147839291.5,1028.01,525571421,0.034881614,0.793278554,0.636126599,3
10/28/2022,64.69,64.78,64.03,64.28,1440253,62.979,60.8855,61.94084429,0.43004185,73.26807229,1.535714286,105.6710914,3.3,8.930689714,-74191254,-0.006358089,-0.41,0.75,0.09,0.25,2.456101907,0.298134214,0.032891586,0,0.027058052,-0.039079735,-0.006419289,64.69,57.52,60.8855,0.006337919,0.117524339,1833160.3,0.785666698,-0.369788873,92579462.84,1027.36,471075420,-0.00063229,0.80190164,0.64637184,4
10/31/2022,64.03,64.69,63.7,64.69,1573511,63.341,61.1945,62.20266865,0.430247869,75.44642857,1.495,100.7485004,3.62,6.363038474,-72617743,0.006358089,0.66,0.99,0,0.33,2.529176015,0.286686994,-0.006337919,0.032891586,0,0.027058052,-0.039079735,64.69,57.52,61.1945,0,0.124652295,1809828.6,0.869425425,0.092524022,101790426.6,1027.94,540146599,0.000564554,0.783662859,0.651032498,0
11/1/2022,64.69,67.99,64.69,66.09,3182949,63.645,61.5775,62.57289068,0.492380148,75.87719298,1.636428571,179.2370712,3.04,8.379796655,-69434794,0.021410819,1.4,3.3,1.9,0,2.66485484,0.291305852,0.006378345,-0.006337919,0.032891586,0,0.027058052,66.09,57.52,61.5775,0,0.148991655,1887350.95,1.686463771,1.022832379,210361099.4,1033.75,529853499,0.005652081,0.781186534,0.658251233,1
11/2/2022,66.09,66.18,64.53,64.53,1831325,63.785,61.8535,62.75928204,0.400047013,63.81236039,1.577857143,102.4542797,1.4,5.665629605,-71266119,-0.023887218,-1.56,1.65,0.09,0,2.670789899,0.309570557,0.021641676,0.006378345,-0.006337919,0.032891586,0,66.09,57.52,61.8535,0.023604176,0.121870654,1904204.35,0.961727138,-0.424645195,118175402.3,1023.19,440707791,-0.010215236,0.77676698,0.723002878,2
11/3/2022,64.28,66.51,64.28,65.93,1279244,63.991,62.2655,63.06125518,0.403726699,66.87116564,1.69,113.4778122,2.06,4.567803331,-69986875,0.021463341,1.65,2.23,0.58,0,2.629963928,0.297831248,-0.023604176,0.021641676,0.006378345,-0.006337919,0.032891586,66.09,57.52,62.2655,0.002420941,0.146210014,1892990.9,0.675779265,-0.301465332,84340556.92,1019.81,374895655,-0.003303394,0.742552288,0.689012435,3
11/4/2022,65.85,66.75,64.28,65.93,2910873,64.238,62.686,63.33446898,0.377127564,66.66666667,1.784285714,103.221677,2.47,4.435292254,-69986875,0,0.08,2.47,0.82,1.57,2.500419754,0.296725292,0.021695336,-0.023604176,0.021641676,0.006378345,-0.006337919,66.09,57.85,62.686,0.002420941,0.139671564,1904196.25,1.52866229,1.275463477,191913856.9,997.15,636169416,-0.022219825,0.755071894,0.733890075,4
11/7/2022,66.01,67.74,65.93,67.74,2640530,64.914,63.168,63.75404336,0.447595041,66.27342124,1.742857143,154.8251481,6.76,6.059182715,-67346345,0.027083274,1.73,1.81,0,0.08,2.498998957,0.305389105,0,0.021695336,-0.023604176,0.021641676,0.006378345,67.74,57.85,63.168,0,0.170959378,1953060.8,1.351995801,-0.092873513,178869502.2,975.19,490290336,-0.022022765,0.66036695,0.646630967,0
11/8/2022,67.74,67.91,65.6,67.91,2303484,65.442,63.671,64.14984875,0.469526841,66.48275862,1.867142857,126.2518343,5.28,7.012291207,-65042861,0.002506452,0.17,2.31,0,2.14,2.381951654,0.302730118,0.02745336,0,0.021695336,-0.023604176,0.021641676,67.91,59.01,63.671,0,0.150821895,1982270.75,1.162043076,-0.127643314,156429598.4,981.65,491662593,0.00662435,0.648074081,0.676503211,1
11/9/2022,67.58,67.74,65.93,66.67,2702165,65.846,64.054,64.38986316,0.368834665,59.33333333,1.908571429,91.80578287,4.04,9.330928173,-67745026,-0.018428222,-0.91,1.81,0.16,0.74,2.202098043,0.313235686,0.002509596,0.02745336,0,0.021695336,-0.023604176,67.91,60.82,64.054,0.018259461,0.096185465,2053631.05,1.315798668,0.173077391,180153340.6,985.59,442045429,0.00401365,0.591145838,0.68767997,2
