date,open,high,low,close,volume,sma_10,sma_20,ema_20,macd_histogram,rsi_14,atr_14,cci_14,momentum_10,roc_12,obv,log_return,body_size,daily_range,upper_shadow,lower_shadow,rolling_std_20,historical_volatility_20,return_lag_1,return_lag_2,return_lag_3,return_lag_4,return_lag_5,rolling_max_20,rolling_min_20,rolling_mean_20,distance_from_high_20,distance_from_low_20,volume_sma_20,volume_ratio,volume_change,price_volume,vnindex,vnindex_volume,vnindex_return,correlation_market_20,beta_20,day_of_week
7/14/2023,61.41,61.57,60.48,61.49,5211888,60.173,58.9535,59.37484003,0.284874426,66.96696697,1.055,101.3553719,1.93,3.815633969,-75813066,0.002768506,0.08,1.09,0.08,0.93,2.045473243,0.184839319,-0.00551411,0.009661045,0.009755291,0.016812374,0.00574907,61.66,54.95,58.9535,0.002757055,0.119017288,5733580.65,0.909011021,0.37668087,320478993.1,1168.4,940146669,0.002557018,0.006295951,0.01215634,4
7/17/2023,61.24,61.74,60.57,60.65,3924388,60.307,59.226,59.49628383,0.192862127,60.18893387,1.067142857,71.9620914,1.34,0.547082228,-79737454,-0.013754925,-0.59,1.17,0.5,0.08,1.875036561,0.193879713,0.002772342,-0.00551411,0.009661045,0.009755291,0.016812374,61.66,54.95,59.226,0.016380149,0.103730664,5765571.1,0.680659024,-0.247031402,238014132.2,1173.13,823237013,0.004048271,-0.100436157,-0.225710563,0
7/18/2023,60.82,60.9,60.57,60.74,2931448,60.458,59.5155,59.61473299,0.122659363,60.18893387,1.018571429,44.1548412,1.51,1.981195433,-76806006,0.001482824,-0.08,0.33,0.08,0.17,1.608060208,0.191203131,-0.013660758,0.002772342,-0.00551411,0.009661045,0.009755291,61.66,55.62,59.5155,0.014920532,0.092053218,5763912.15,0.508586516,-0.253017795,178056151.5,1174.09,729194875,0.000818324,-0.074721425,-0.166182608,1
7/19/2023,60.82,61.24,60.74,60.9,2946641,60.693,59.7795,59.73713937,0.073994208,54.47530864,0.916428571,54.60754495,2.35,2.68082954,-73859365,0.002630715,0.08,0.5,0.34,0.08,1.347107916,0.189496343,0.001483924,-0.013660758,0.002772342,-0.00551411,0.009661045,61.66,56.12,59.7795,0.012325657,0.085174626,5736605,0.513655899,0.005182763,179450436.9,1172.98,776854252,-0.000945413,-0.089898761,-0.198120079,2
7/20/2023,60.9,61.07,60.65,60.9,2601742,60.869,60.0185,59.84788801,0.031000043,61.71328671,0.874285714,42.35182551,1.76,2.819517137,-73859365,0,0,0.42,0.17,0.25,1.0563207,0.189428644,0.002634178,0.001483924,-0.013660758,0.002772342,-0.00551411,61.66,57.97,60.0185,0.012325657,0.050543385,5586036.45,0.46575815,-0.117048191,158446087.8,1172.81,713194602,-0.00014493,-0.096748188,-0.214945496,3
7/21/2023,60.9,61.66,60.82,61.66,3343300,61.087,60.203,60.0204701,0.042244939,68.86035313,0.867857143,75.22370167,2.18,5.311699402,-70516065,0.012402248,0.76,0.84,0,0.08,1.000468837,0.159747841,0,0.002634178,0.001483924,-0.013660758,0.002772342,61.66,58.55,60.203,0,0.053116994,5155043.25,0.64854936,0.28502365,206147878,1185.9,872012954,0.011161228,-0.072038055,-0.126365246,4
7/24/2023,61.66,62.08,61.49,61.74,2537340,61.213,60.3285,60.18423485,0.043404056,70.14446228,0.844285714,102.2400251,1.26,4.39634765,-67978725,0.001296597,0.08,0.59,0.34,0.17,1.029012173,0.143875535,0.012479475,0,0.002634178,0.001483924,-0.013660758,61.74,58.55,60.3285,0,0.054483348,4744774.1,0.534765185,-0.241067209,156655371.6,1190.72,960584502,0.004064424,-0.078901843,-0.124413788,0
7/25/2023,61.74,62.66,61.32,62.5,4249028,61.356,60.4965,60.40478391,0.081477923,81.29952456,0.868571429,143.2052775,1.43,5.07733692,-63729697,0.012234538,0.76,1.34,0.16,0.42,1.096810088,0.147567373,0.001297438,0.012479475,0,0.002634178,0.001483924,62.5,58.55,60.4965,0,0.067463706,4658115,0.912177565,0.674599384,265564250,1195.9,884463624,0.004350309,-0.06209989,-0.100215794,1
7/26/2023,62.41,63.08,62.33,62.92,3191917,61.482,60.681,60.6443283,0.118809636,80.78175896,0.867857143,191.1376225,1.26,4.034391534,-60537780,0.006697521,0.51,0.75,0.16,0.08,1.179772056,0.14811914,0.012309686,0.001297438,0.012479475,0,0.002634178,62.92,58.55,60.681,0,0.074637062,4509849.75,0.707765708,-0.248788899,200835417.6,1200.84,816580555,0.00413078,-0.05522125,-0.089351889,2
7/27/2023,62.92,63.59,62.75,63.5,4180261,61.7,60.84,60.91629704,0.163659225,81.50470219,0.88,203.4948372,2.18,3.979040445,-56357519,0.009175828,0.58,0.84,0.09,0.17,1.332907388,0.138801947,0.00672,0.012309686,0.001297438,0.012479475,0,63.5,58.55,60.84,0,0.084543126,4333748.2,0.964583268,0.30963963,265446573.5,1197.33,1044856216,-0.002922954,0.157251982,0.278956048,3
7/28/2023,63.59,65.18,63.42,64.93,5476424,62.044,61.1085,61.29855446,0.264741786,82.67254038,0.897857143,223.4024144,3.44,5.30327603,-50881095,0.022269861,1.34,1.76,0.25,0.17,1.579541156,0.143662309,0.009218055,0.00672,0.012309686,0.001297438,0.012479475,64.93,58.55,61.1085,0,0.108966695,4425231.45,1.237545214,0.310067481,355584210.3,1207.67,1018968754,0.008635882,0.120301378,0.230652355,4
7/31/2023,64.85,65.77,64.76,65.43,3366889,62.522,61.4145,61.69202547,0.335817342,82.44047619,0.868571429,196.1958523,4.78,6.702544031,-47514206,0.007671102,0.58,1.01,0.34,0.09,1.791384278,0.140429162,0.022519685,0.009218055,0.00672,0.012309686,0.001297438,65.43,58.55,61.4145,0,0.117506405,4434185.1,0.759302763,-0.385203008,220295547.3,1222.9,1076364086,0.012611061,0.152051452,0.262912831,0
8/1/2023,65.43,65.43,63.76,63.76,5735402,62.824,61.641,61.88897542,0.245109464,63.46153846,0.933571429,107.8405607,3.02,3.69165718,-53249608,-0.025854834,-1.67,1.67,0,0,1.78702016,0.176434442,0.007700601,0.022519685,0.009218055,0.00672,0.012309686,65.43,58.55,61.641,0.02552346,0.088983775,4481787.35,1.279713104,0.703472256,365689231.5,1217.56,1156851607,-0.004366669,0.33843689,0.69132715,1
8/2/2023,63.76,64.17,63.17,63.84,2680830,63.118,61.9055,62.07478729,0.168876179,66.71087533,0.950714286,64.74365491,2.94,5.259686727,-50568778,0.001253919,0.08,1,0.33,0.59,1.69453448,0.167413422,-0.02552346,0.007700601,0.022519685,0.009218055,0.00672,65.43,59.14,61.9055,0.024300779,0.079472438,4282777.1,0.625955995,-0.532582023,171144187.2,1220.43,813384734,0.002357173,0.340823417,0.660672234,2
8/3/2023,64.23,64.23,62.93,62.93,2921459,63.321,62.095,62.15623612,0.042147173,58.69565217,0.965714286,39.53207911,2.03,3.605531775,-53490237,-0.014356956,-1.3,1.3,0,0,1.576820585,0.178366031,0.001254705,-0.02552346,0.007700601,0.022519685,0.009218055,65.43,59.48,62.095,0.038208773,0.05800269,4047231.25,0.721841382,0.089759142,183847414.9,1210.95,935942395,-0.007767754,0.553238375,1.134357468,3
8/4/2023,62.84,63.28,62.41,63.28,3167057,63.483,62.285,62.26326125,-0.029274035,66.88061617,0.944285714,14.53826994,1.62,3.908045977,-50323180,0.005546326,0.44,0.87,0,0.43,1.470497589,0.178331351,-0.014254386,0.001254705,-0.02552346,0.007700601,0.022519685,65.43,60.48,62.285,0.032859545,0.046296296,3916461.65,0.808652627,0.084066899,200411367,1225.98,1051204937,0.012411743,0.542337551,1.084230186,4
8/7/2023,63.19,64.92,62.67,64.92,4320043,63.801,62.507,62.51628399,0.020106139,72.37687366,1.081428571,70.75178159,3.18,6.600985222,-46003137,0.025586419,1.73,2.25,0,0.52,1.518039248,0.190113538,0.005561735,-0.014254386,0.001254705,-0.02552346,0.007700601,65.43,60.65,62.507,0.00779459,0.070403957,3823734.65,1.129796755,0.364055967,280457191.6,1241.42,1069565143,0.012594006,0.581780154,1.197423757,0
8/8/2023,64.75,64.92,64.06,64.58,3433019,64.009,62.6825,62.71282837,0.016208889,69.32773109,1.107142857,81.60512886,2.08,4.735647097,-49436156,-0.005250977,-0.17,0.86,0.17,0.52,1.545805445,0.191138674,0.025916561,0.005561735,-0.014254386,0.001254705,-0.02552346,65.43,60.65,62.6825,0.012990983,0.064798021,3710122.05,0.925311608,-0.205327586,221704367,1242.23,1055127603,0.000652479,0.602347369,1.238673049,1
8/9/2023,64.58,64.58,63.1,63.36,3707004,64.053,62.7675,62.77446376,-0.077073806,61.45251397,1.182857143,18.93354627,0.44,2.623906706,-53143160,-0.019072018,-1.22,1.48,0,0.26,1.533310402,0.204108353,-0.005237215,0.025916561,0.005561735,-0.014254386,0.001254705,65.43,60.65,62.7675,0.031636864,0.044682605,3685595.8,1.005808613,0.079808763,234875773.4,1233.99,963201423,-0.006633232,0.67138442,1.370673325,2
8/10/2023,63.36,64.14,63.19,63.36,2734314,64.039,62.8695,62.83022912,-0.143458317,58.51703407,1.190714286,-1.676337847,-0.14,1.376,-53143160,0,0,0.95,0.78,0.17,1.499429628,0.202549379,-0.018891298,-0.005237215,0.025916561,0.005561735,-0.014254386,65.43,60.65,62.8695,0.031636864,0.044682605,3633019.7,0.752628454,-0.262392487,173246135,1220.61,932188428,-0.010842876,0.66344277,1.234074711,3
8/11/2023,63.36,63.71,62.76,63.71,2182946,63.917,62.9805,62.91401682,-0.166840428,59.6097561,1.216428571,-32.4737033,-1.22,1.255562619,-50960214,0.005508789,0.35,0.95,0,0.6,1.473886645,0.202974936,0,-0.018891298,-0.005237215,0.025916561,0.005561735,65.43,60.65,62.9805,0.026287636,0.050453421,3481572.6,0.626999994,-0.201647653,139075489.7,1232.21,938402362,0.009503445,0.659917059,1.197788538,4
8/14/2023,63.62,63.71,62.84,63.62,3068103,63.736,63.129,62.98125331,-0.189743248,55.84551148,1.182857143,-47.25234556,-1.81,0.188976378,-54028317,-0.00141365,0,0.87,0.09,0.78,1.372879801,0.195060932,0.00552399,0,-0.018891298,-0.005237215,0.025916561,65.43,60.74,63.129,0.027663151,0.047415212,3438758.35,0.892212446,0.405487355,195192712.9,1236.84,993030302,0.003757476,0.697787233,1.21760313,0
8/15/2023,63.19,63.62,63.02,63.1,2221214,63.67,63.247,62.99256252,-0.238154186,50.92975207,1.172142857,-71.4452437,-0.66,-2.818419837,-56249531,-0.008207117,-0.09,0.6,0.43,0.08,1.252917017,0.198683834,-0.001412651,0.00552399,0,-0.018891298,-0.005237215,65.43,60.9,63.247,0.035610576,0.036124795,3403246.65,0.652674998,-0.276030172,140158603.4,1234.05,811761959,-0.002255749,0.706793119,1.242861312,1
8/16/2023,63.1,63.71,62.84,63.36,2085184,63.622,63.37,63.02755657,-0.249694758,49.25213675,1.174285714,-64.72714899,-0.48,-3.163686382,-54164347,0.004111978,0.26,0.87,0.35,0.26,1.124558393,0.198818521,-0.00817353,-0.001412651,0.00552399,0,-0.018891298,65.43,60.9,63.37,0.031636864,0.040394089,3360173.8,0.620558377,-0.061241285,132117258.2,1243.26,816831815,0.007463231,0.710234158,1.243999682,2
8/17/2023,63.36,64.58,63.19,63.8,4583142,63.709,63.515,63.10112261,-0.225464439,43.24970131,1.147857143,11.60795591,0.87,0.062735257,-49581205,0.006920443,0.44,1.39,0.78,0.17,0.964951594,0.199393119,0.004120444,-0.00817353,-0.001412651,0.00552399,0,65.43,61.66,63.515,0.02491212,0.034706455,3459243.8,1.324897077,1.197955672,292404459.6,1233.48,1011505421,-0.007866416,0.641550294,1.070947029,3
8/18/2023,63.71,64.84,62.5,63.54,7109124,63.735,63.609,63.14292046,-0.224242296,38.37638376,1.242857143,-5.295508274,0.26,-0.469924812,-56690329,-0.004083562,-0.17,2.34,1.13,1.04,0.86067232,0.196941941,0.006944444,0.004120444,-0.00817353,-0.001412651,0.00552399,65.43,61.74,63.609,0.028885832,0.029154519,3647535,1.949021462,0.551146353,451713739,1177.99,1583522435,-0.044986542,0.440396706,0.427471311,4
8/21/2023,63.02,63.97,63.02,63.19,3057188,63.562,63.6815,63.14740422,-0.242737797,45.81497797,1.191428571,-44.05065246,-1.73,0.413157477,-59747517,-0.005523568,0.17,0.95,0.78,0,0.748741224,0.198544776,-0.004075235,0.006944444,0.004120444,-0.00817353,-0.001412651,65.43,62.5,63.6815,0.03423506,0.01104,3673527.4,0.832221368,-0.569962769,193183709.7,1179.76,961714839,0.001502559,0.433962852,0.425746303,0
8/22/2023,63.45,63.45,61.63,63.02,3077286,63.406,63.7075,63.13527049,-0.260581941,44.05797101,1.25,-162.8760038,-1.56,-0.410872314,-62824803,-0.002693924,-0.43,1.82,0,1.39,0.713765958,0.194547532,-0.005508341,-0.004075235,0.006944444,0.004120444,-0.00817353,65.43,62.92,63.7075,0.036833257,0.00158932,3614940.3,0.85126883,0.006574015,193930563.7,1180.49,933784657,0.00061877,0.424472715,0.409520018,1
8/23/2023,62.76,63.8,62.06,63.71,3074249,63.441,63.747,63.19000663,-0.221605298,55.83832335,1.281428571,-60.43397969,0.35,-1.863832409,-59750554,0.0108894,0.95,1.74,0.09,0.7,0.689333011,0.196909684,-0.002690299,-0.005508341,-0.004075235,0.006944444,0.004120444,65.43,62.93,63.747,0.026287636,0.012394724,3609056.9,0.851815055,-0.000986909,195860403.8,1172.56,620730150,-0.006717549,0.388252133,0.37851847,2
8/24/2023,63.71,64.92,63.28,64.75,4422381,63.58,63.8095,63.33857743,-0.126216441,59.97286296,1.336428571,129.7010903,1.39,0.263239393,-55328173,0.016192164,1.04,1.64,0.17,0.43,0.721668206,0.202523549,0.010948905,-0.002690299,-0.005508341,-0.004075235,0.006944444,65.43,62.93,63.8095,0.010392786,0.028921023,3621162.9,1.221259889,0.43852401,286349169.8,1189.39,737567928,0.01435321,0.443219602,0.429272858,3
8/25/2023,65.27,65.27,64.4,64.92,2753310,63.701,63.809,63.4891891,-0.055703637,50,1.237857143,188.9355188,1.21,2.462121212,-52574863,0.002622042,-0.35,0.87,0,0.52,0.720854026,0.186209318,0.016323968,0.010948905,-0.002690299,-0.005508341,-0.004075235,65.43,62.93,63.809,0.00779459,0.031622438,3485007.2,0.790044279,-0.377414565,178744885.2,1183.37,774848913,-0.005061418,0.413974291,0.372347541,4
8/28/2023,65.01,67.7,65.01,67.52,5471972,64.091,63.9135,63.87307585,0.150724823,68.01470588,1.375,300.668198,3.9,6.565656566,-47102891,0.039268108,2.51,2.69,0.18,0,1.046257868,0.233275196,0.002625483,0.016323968,0.010948905,-0.002690299,-0.005508341,67.52,62.93,63.9135,0,0.072938185,3590261.35,1.524115229,0.987415874,369467549.4,1201.72,713247349,0.015506562,0.474988634,0.528196842,0
8/29/2023,67.18,67.26,66.05,67.09,4202862,64.49,64.08,64.17944958,0.23781021,75.30529172,1.374285714,195.6458078,3.99,5.305289593,-51305753,-0.006388849,-0.09,1.21,0.08,1.04,1.263049776,0.21265114,0.040049291,0.002625483,0.016323968,0.010948905,-0.002690299,67.52,62.93,64.08,0.006368483,0.066105196,3513634.35,1.196158046,-0.231929184,281970011.6,1204.43,848040448,0.002255101,0.483375154,0.490423431,1
8/30/2023,66.74,68.04,66.31,67.44,2662115,64.898,64.26,64.48997819,0.294764269,76.42487047,1.43,162.6179706,4.08,6.004401132,-48643638,0.005203312,0.7,1.73,0.6,0.43,1.467088057,0.212775612,-0.006368483,0.040049291,0.002625483,0.016323968,0.010948905,67.52,62.93,64.26,0.001184834,0.071666932,3512698.6,0.757854659,-0.366594716,179533035.6,1213.16,799265566,0.007248242,0.486204711,0.489879992,2
8/31/2023,67.18,68.39,66.83,67.44,3838621,65.262,64.4855,64.77093265,0.306838962,75.30529172,1.473571429,134.5904374,3.64,6.877971474,-48643638,0,0.26,1.56,0.95,0.35,1.593095216,0.203404413,0.005216873,-0.006368483,0.040049291,0.002625483,0.016323968,67.52,63.02,64.4855,0.001184834,0.070136465,3558556.7,1.078701655,0.441944093,258876600.2,1224.05,852855777,0.008976557,0.456128033,0.438464621,3
9/5/2023,68.04,69.78,67.7,69.43,6845824,65.851,64.793,65.21465335,0.416448964,81.33764833,1.578571429,149.9724603,5.89,9.580176768,-41797814,0.029080737,1.39,2.08,0.35,0.34,1.910150449,0.223338645,0,0.005216873,-0.006368483,0.040049291,0.002625483,69.43,63.02,64.793,0,0.101713742,3742495.05,1.829213909,0.783407114,475305560.3,1234.98,926699196,0.008929374,0.475426639,0.507134132,1
9/6/2023,69.43,69.43,68.91,69.34,2283065,66.466,65.014,65.60754351,0.447756359,85.29411765,1.572857143,126.4484537,6.15,8.68338558,-44080879,-0.001297111,-0.09,0.52,0,0.43,2.164389789,0.209583502,0.029507711,0,0.005216873,-0.006368483,0.040049291,69.43,63.02,65.014,0.00129627,0.100285624,3640646.15,0.62710434,-0.666502528,158307727.1,1245.5,1009683101,0.008518357,0.41779658,0.423578745,2
9/7/2023,69.26,69.34,68.13,68.91,3529590,67.055,65.2305,65.92206317,0.405625479,80.7991121,1.597142857,94.79650833,5.89,8.451369216,-47610469,-0.006220635,-0.35,1.21,0.08,0.78,2.328994531,0.210136493,-0.00129627,0.029507711,0,0.005216873,-0.006368483,69.43,63.02,65.2305,0.007489558,0.093462393,3645474.7,0.968211355,0.545987521,243224046.9,1243.14,1034363991,-0.001894821,0.423723032,0.43044732,3
9/8/2023,68.65,69.43,68.56,69.34,2776520,67.618,65.5295,66.24758097,0.373632169,80.77777778,1.56,91.07154193,5.63,9.732552619,-44833949,0.006220635,0.69,0.87,0.09,0.09,2.45658401,0.193132606,-0.006201327,-0.00129627,0.029507711,0,0.005216873,69.43,63.02,65.5295,0.00129627,0.100285624,3598950.5,0.771480464,-0.213359059,192523896.8,1241.48,920806719,-0.001335328,0.410463799,0.385930249,4
9/11/2023,69.34,70.3,67.26,68.91,4237647,68.034,65.807,66.50114468,0.29393526,79.28026172,1.61,74.06199021,4.16,9.346239289,-49071596,-0.006220635,-0.43,3.04,0.96,1.65,2.511470737,0.196315045,0.006240023,-0.006201327,-0.00129627,0.029507711,0,69.43,63.02,65.807,0.007489558,0.093462393,3674117.15,1.153378302,0.526244003,292016254.8,1223.63,1242292544,-0.014378,0.432731252,0.407764581,0
9/12/2023,68.48,69.95,67.87,69.6,2670725,68.502,66.1015,66.79627376,0.259322348,83.70136698,1.690714286,77.11406807,4.68,9.245016481,-46400871,0.009963262,1.12,2.08,0.35,0.61,2.596526577,0.197336763,-0.006201327,0.006240023,-0.006201327,-0.00129627,0.029507711,69.6,63.02,66.1015,0,0.104411298,3698506.1,0.722109124,-0.369762276,185882460,1245.44,832491088,0.017824015,0.444030499,0.407099353,1
9/13/2023,69,69.6,68.22,68.56,2508754,68.606,66.3485,66.96424769,0.143786071,76.68593449,1.659285714,58.00399032,1.04,5.884169884,-48909625,-0.015055293,-0.44,1.38,0.6,0.34,2.582973144,0.208258222,0.010013061,-0.006201327,0.006240023,-0.006201327,-0.00129627,69.6,63.02,66.3485,0.014942529,0.0879086,3670538.65,0.68348388,-0.060646828,172000174.2,1238.39,1126481442,-0.00566065,0.458846216,0.442370925,2
9/14/2023,68.04,69.34,67.96,68.82,2484286,68.779,66.6345,67.140986,0.066220446,75.67839196,1.633571429,46.24722351,1.73,6.007393715,-46425339,0.003785126,0.78,1.38,0.52,0.08,2.520264136,0.20338781,-0.014942529,0.010013061,-0.006201327,0.006240023,-0.006201327,69.6,63.02,66.6345,0.011206897,0.092034275,3683692.25,0.674401071,-0.009753049,170968562.5,1223.81,1110222861,-0.011773351,0.454513403,0.420143351,3
9/15/2023,68.82,70.38,68.48,68.91,5618032,68.926,66.912,67.30946353,0.005520274,73.11111111,1.652142857,69.05192375,1.47,2.058649289,-40807307,0.001306905,0.09,1.9,1.47,0.34,2.445170535,0.203688488,0.003792299,-0.014942529,0.010013061,-0.006201327,0.006240023,69.6,63.02,66.912,0.009913793,0.093462393,3860334.65,1.455322533,1.261427227,387138585.1,1227.36,822519558,0.002900777,0.454584149,0.42381771,4
9/18/2023,68.56,69.17,68.22,68.39,1323228,69.021,67.1415,67.41237176,-0.080368311,68.55614973,1.657857143,15.96447005,0.95,1.937695633,-42130535,-0.00757469,-0.17,0.95,0.61,0.17,2.351313798,0.207634729,0.001307759,0.003792299,-0.014942529,0.010013061,-0.006201327,69.6,63.02,67.1415,0.017385057,0.085211044,3697338.95,0.357886582,-0.7644677,90495562.92,1211.81,716585507,-0.012669469,0.486340355,0.456401121,0
9/19/2023,68.04,68.39,67.09,68.39,2573801,68.917,67.384,67.50547921,-0.144173723,56.44444444,1.552142857,-57.2279644,-1.04,1.408659549,-42130535,0,0.35,1.3,0,0.95,2.205933148,0.206145783,-0.007546075,0.001307759,0.003792299,-0.014942529,0.010013061,69.6,63.02,67.384,0.017385057,0.085211044,3470572.8,0.741606976,0.945092607,176022250.4,1211.5,831441539,-0.000255816,0.583211327,0.815662395,1
9/20/2023,67.96,68.3,67.61,67.87,1843700,68.77,67.618,67.54019548,-0.223649629,55.70175439,1.502857143,-84.2063701,-1.47,0.637603796,-43974235,-0.007632504,-0.09,0.69,0.34,0.26,1.973617037,0.207525133,0,-0.007546075,0.001307759,0.003792299,-0.014942529,69.6,63.02,67.618,0.024856322,0.076959695,3409898.4,0.540690597,-0.283666453,125131919,1226.11,722191241,0.01205943,0.511279818,0.69740693,2
9/21/2023,67.7,67.87,67,67.61,2539608,68.64,67.8475,67.54684353,-0.291678904,51.25925926,1.441428571,-148.8691419,-1.3,-2.62134524,-46513843,-0.00383821,-0.09,0.87,0.17,0.61,1.651365862,0.208026828,-0.007603451,0,-0.007546075,0.001307759,0.003792299,69.6,63.71,67.8475,0.028591954,0.06121488,3383014.5,0.750693797,0.377451863,171702896.9,1212.74,863512780,-0.010904405,0.52349696,0.685561362,3
9/22/2023,66.83,67.87,65.7,67.18,4246836,68.424,68.021,67.51190605,-0.359151653,48.18941504,1.485,-195.0698506,-2.16,-3.115085088,-50760679,-0.006380317,0.35,2.17,0.69,1.13,1.348249938,0.208989754,-0.003830853,-0.007603451,0,-0.007546075,0.001307759,69.6,64.75,68.021,0.034770115,0.037528958,3441643.85,1.233955687,0.672240755,285302442.5,1193.05,1236490782,-0.016235962,0.576429428,0.714549983,4
9/25/2023,66.92,68.04,66.48,67.26,2757237,68.259,68.1465,67.487915,-0.389372961,29.41176471,1.429285714,-118.8279453,-1.65,-2.394427514,-48003442,0.001190122,0.34,1.56,0.78,0.44,1.126299367,0.202750638,-0.006360006,-0.003830853,-0.007603451,0,-0.007546075,69.6,64.92,68.1465,0.03362069,0.036044362,3358386.65,0.821000465,-0.350755009,185451760.6,1153.2,936520475,-0.033401785,0.445902748,0.45123673,0
9/26/2023,67.26,67.61,65.88,65.96,2535904,67.895,68.1985,67.34239928,-0.481842453,23.91975309,1.515714286,-152.3479394,-3.64,-4.874531295,-50539346,-0.019517209,-1.3,1.73,0.35,0.08,0.984587945,0.216343135,0.001190831,-0.006360006,-0.003830853,-0.007603451,0,69.6,65.96,68.1985,0.052298851,0,3347516.35,0.757547906,-0.080273477,167268227.8,1137.96,897032340,-0.013215401,0.482835751,0.511186158,1
9/27/2023,66.14,66.4,64.84,66.4,2274868,67.679,68.1425,67.25264697,-0.496339546,30.66255778,1.540714286,-160.021322,-2.16,-3.642432158,-48264478,0.006648559,0.26,1.56,0,1.3,1.054573373,0.161750498,-0.019327981,0.001190831,-0.006360006,-0.003830853,-0.007603451,69.6,65.96,68.1425,0.045977011,0.00667071,3187661.15,0.713647999,-0.102936073,151051235.2,1153.85,719877728,0.013963584,0.411743764,0.328610996,2
9/28/2023,65.96,66.22,64.84,64.84,1890909,67.281,68.03,67.02287107,-0.587709157,20.47244094,1.59,-159.3884725,-3.98,-6.83908046,-50155387,-0.02377436,-1.12,1.38,0.26,0,1.27064012,0.179983722,0.00667071,-0.019327981,0.001190831,-0.006360006,-0.003830853,69.6,64.84,68.03,0.068390805,0,3072063.5,0.61551755,-0.16878298,122606539.6,1152.43,603271137,-0.001230663,0.372598129,0.331844267,3
9/29/2023,65.01,66.22,64.32,64.32,1404507,66.822,67.874,66.76545478,-0.65476135,20.23346304,1.508571429,-146.0263075,-4.59,-6.184364061,-51559894,-0.008052072,-0.69,1.9,1.21,0,1.514930605,0.179424223,-0.023493976,0.00667071,-0.019327981,0.001190831,-0.006360006,69.6,64.32,67.874,0.075862069,0,3009183.1,0.466740292,-0.257231839,90337890.24,1154.15,490698501,0.001492498,0.344705982,0.309920007,4
10/2/2023,64.32,65.53,64.32,65.53,1160811,66.536,67.7785,66.64779242,-0.591159976,25.27339004,1.446428571,-113.5723384,-2.86,-4.780587039,-50399083,0.018637428,1.21,1.21,0,0,1.601460764,0.194428489,-0.008019741,-0.023493976,0.00667071,-0.019327981,0.001190831,69.6,64.32,67.7785,0.058477011,0.018812189,2875292.6,0.40371926,-0.173509993,76067944.83,1155.25,432841811,0.000953082,0.343037878,0.341193795,0
10/3/2023,64.66,65.1,64.06,64.14,1995033,66.111,67.514,66.40895504,-0.613580121,24.24242424,1.452857143,-125.4990308,-4.25,-6.922072268,-52394116,-0.021439859,-0.52,1.04,0.44,0.08,1.744779884,0.169351773,0.018812189,-0.008019741,-0.023493976,0.00667071,-0.019327981,69.6,64.14,67.514,0.078448276,0,2632753.05,0.757774452,0.718654458,127961416.6,1118.1,879751841,-0.032157542,0.398207641,0.312122618,1
10/4/2023,63.8,64.66,63.62,64.49,1078838,65.773,67.2715,66.22619742,-0.576300377,25.02883506,1.428571429,-113.3134188,-3.38,-5.702588098,-51315278,0.005441979,0.69,1.04,0.17,0.18,1.813328649,0.172398165,-0.021211659,0.018812189,-0.008019741,-0.023493976,0.00667071,69.6,64.14,67.2715,0.07341954,0.005456813,2572541.7,0.419366574,-0.459238018,69574262.62,1128.67,609105878,0.009453537,0.424809809,0.337724627,2
10/5/2023,64.23,64.49,63.02,63.02,2574586,65.314,66.977,65.92084529,-0.618390809,20.69651741,1.397857143,-128.4993914,-4.59,-7.85202515,-53889864,-0.023058037,-1.21,1.47,0.26,0,2.001723205,0.185341783,0.005456813,-0.021211659,0.018812189,-0.008019741,-0.023493976,69.6,63.02,66.977,0.09454023,0,2524791.5,1.019722223,1.386443562,162250409.7,1113.89,512428619,-0.013095059,0.443780958,0.376461857,3
10/6/2023,63.02,64.32,62.93,64.32,1228077,65.028,66.726,65.76838383,-0.529838112,31.20960295,1.429285714,-98.7012987,-2.86,-5.230587889,-52661787,0.020418489,1.3,1.39,0,0.09,2.004559014,0.202529417,-0.022794232,0.005456813,-0.021211659,0.018812189,-0.008019741,69.6,63.02,66.726,0.075862069,0.020628372,2447369.35,0.501794713,-0.523000203,78989912.64,1128.54,539729169,0.013152107,0.507257344,0.450799272,4
10/9/2023,64.14,64.23,63.8,63.88,832217,64.69,66.4745,65.58853775,-0.473878039,29.99112689,1.373571429,-82.49846731,-3.38,-5.516935365,-53494004,-0.006864302,-0.26,0.43,0.09,0.08,2.031485003,0.202647982,0.020628372,-0.022794232,0.005456813,-0.021211659,0.018812189,69.6,63.02,66.4745,0.082183908,0.013646461,2277097.85,0.365472656,-0.322341352,53162021.96,1137.36,512236036,0.007815408,0.486494935,0.430597416,0
10/10/2023,64.4,65.01,64.14,64.49,1025137,64.543,66.219,65.48391511,-0.3731913,35.12323944,1.398571429,-45.17445249,-1.47,-4.004167907,-52468867,0.00950385,0.09,0.87,0.52,0.26,1.936839259,0.202237747,-0.006840796,0.020628372,-0.022794232,0.005456813,-0.021211659,68.91,63.02,66.219,0.064141634,0.023325928,2194818.45,0.467071434,0.231814539,66111085.13,1143.69,593794892,0.00556552,0.460809546,0.42821464,1
