symbol,name,sector,profile,listing_date,issued_share
HPG,Công ty Cổ phần Tập đoàn Hòa Phát,Basic Resources,"Công ty Cổ phần Tập đoàn Hoà Phát (HPG) là một trong những Tập đoàn sản xuất công nghiệp đa ngành tại Việt Nam. Khởi đầu từ một Công ty chuyên buôn bán các loại máy xây dựng từ tháng 8/1992, hiện tại Tập đoàn Hòa Phát hoạt động chủ yếu trong các lĩnh vực gang thép, sản phẩm thép, điện máy gia dụng, nông nghiệp và bất động sản. Trong đó, lĩnh vực Thép đóng vai trò chủ đạo và là mảng kinh doanh cốt lõi của tập đoàn với việc đóng góp hơn 90% doanh thu và lợi nhuận. HPG hiện là nhà sản xuất thép lớn nhất Việt Nam cũng như khu vực Đông Nam Á với công suất thép thô 8.5 triệu tấn/ năm. Năm 2024, công ty tiếp tục củng cố vị thế thị phần số 1 cả nước về thép dài với 38%, và là doanh nghiệp Việt Nam duy nhất sản xuất được Thép cuộn cán nóng HRC. HPG được niêm yết và giao dịch Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE) từ năm 2007.",2007-11-15T00:00:00,7675465855.0
