date,open,high,low,close,price_change_percent,volume,volume_ma_20,rsi,stochastic_k,macd,macd_signal,macd_diff,ema_50,ema_200,sma_20,bollinger_upper,bollinger_lower,bollinger_width,atr,obv,vwap,vnindex_close,correlation_20,beta_20
2020-11-09,22.82,23.08,22.78,23.08,1.8984547461368573,2011650,2388761.5,50.9661835748792,74.19354838709674,0.1394576039294932,0.1253651689235324,0.0140924350059608,22.34802006023432,22.11304617431733,22.6205,23.540922671785545,21.70007732821445,0.0813795160836891,0.5064285714285711,5769050.0,22.65225528868432,951.99,0.6356395543737913,1.0797641148144546
2020-11-10,23.34,23.34,22.91,22.91,-0.7365684575389886,1739340,2414618.5,51.08958837772397,65.05376344086028,0.1504268838497537,0.1303775119087766,0.0200493719409771,22.370058489244737,22.12097606313009,22.67,23.536717947200813,21.803282052799183,0.0764638683017922,0.4842857142857141,4029710.0,22.6659164591707,951.9,0.6445403624659547,1.1040325592516638
2020-11-11,23.08,23.08,22.78,22.91,0.0,1668230,2377542.0,44.044321329639885,65.05376344086028,0.1573067825468257,0.1357633660363865,0.0215434165104392,22.3912326661371,22.12882704757656,22.713,23.53434933910128,21.891650660898723,0.0723241614142806,0.4628571428571423,4029710.0,22.674059873031958,952.22,0.6528169595091687,1.1536924794257308
2020-11-12,22.91,23.13,22.87,23.13,0.960279353993876,1234540,2343000.5,47.75725593667544,76.88172043010753,0.178454204232036,0.1443015336755164,0.0341526705565196,22.420203934131724,22.13878896750117,22.763,23.556184122780817,21.96981587721918,0.06969064910432,0.4507142857142851,5264250.0,22.682507150839815,959.28,0.657665974542205,1.1537628721139612
2020-11-13,23.26,23.26,23.13,23.26,0.5620406398616717,1318170,2120432.0,56.39534883720933,95.1219512195123,0.2033594012306245,0.156113107186538,0.0472462940440865,22.453137113185385,22.149945296182757,22.776,23.59368350588077,21.958316494119227,0.0718022045908651,0.4071428571428568,6582420.0,22.695242936195573,966.29,0.7899893804608421,1.1539541696412687
2020-11-16,23.34,23.52,22.91,23.04,-0.9458297506448888,3713690,2189433.0,57.73809523809525,73.6263736263736,0.203004676357942,0.1654914210208188,0.0375132553371231,22.476151344040854,22.15880156189238,22.776000000000003,23.593683505880776,21.95831649411923,0.0718022045908651,0.416428571428571,2868730.0,22.72428680363417,950.79,0.7827982736912357,1.0690399508210404
2020-11-17,23.17,23.39,22.91,23.34,1.302083333333326,2515530,2220901.5,73.20261437908495,90.10989010989012,0.2243449383368023,0.1772621244840155,0.0470828138527867,22.51002776192161,22.170554780182005,22.793,23.64376065036561,21.942239349634384,0.074651046405968,0.3985714285714284,5384260.0,22.744285227067493,968.9,0.7868320805384674,1.0132533964519617
2020-11-18,23.47,23.47,23.21,23.34,0.0,1757160,2143509.0,72.48322147651007,89.34911242603553,0.2385078793363462,0.1895112754544817,0.0489966038818645,22.542575692826645,22.182191051025967,22.819,23.70431647627156,21.93368352372844,0.0775946777923276,0.3828571428571425,5384260.0,22.760828986399638,973.53,0.7789070424680616,1.002288560895957
2020-11-19,23.47,24.21,23.34,23.82,2.0565552699228773,4980430,2275203.5,74.37499999999999,81.24999999999999,0.2851767604119324,0.2086443724459718,0.0765323879659605,22.592670763696187,22.198487657483422,22.843,23.810037799293884,21.87596220070612,0.0846681958844183,0.4142857142857138,10364690.0,22.83592772478865,983.26,0.7751102448875702,0.9912378659116168
2020-11-20,23.82,24.16,23.78,23.86,0.1679261125104858,1837360,2234756.0,73.96825396825395,81.18279569892465,0.3216817041559139,0.2312518387879602,0.0904298653679536,22.642369949433597,22.215020118602997,22.871,23.9224931738898,21.8195068261102,0.0919499080835817,0.425714285714285,12202050.0,22.864695292381622,990.0,0.8025462902158159,1.0443925956710491
2020-11-23,23.86,24.29,23.6,24.16,1.257334450963965,2824640,2183362.5,72.48322147651007,92.81767955801112,0.3705481791216449,0.2591111068546972,0.1114370722669477,22.701884853377376,22.234373152248736,22.938,24.136325146984213,21.739674853015785,0.1044838387814294,0.437857142857142,15026690.0,22.909321287343708,994.19,0.7790333221775411,0.992090059030827
2020-11-24,24.16,24.42,23.78,24.04,-0.4966887417218624,3003940,2174119.0,68.7707641196013,80.4123711340205,0.3950384580364279,0.2862965770910434,0.1087418809453845,22.754359957166496,22.25233958854477,23.014000000000003,24.29092723281115,21.737072767188856,0.1109696039637739,0.4585714285714279,12022750.0,22.95564238471541,995.76,0.7698225154818135,0.9606390808135892
2020-11-25,24.34,24.34,23.86,23.86,-0.7487520798668879,1835630,2086089.0,74.99999999999997,70.52631578947359,0.3953651613681082,0.3081102939464564,0.0872548674216517,22.797718390218797,22.26833620955428,23.111,24.33150722846562,21.89049277153437,0.1056213256428215,0.4499999999999995,10187120.0,22.98076974082252,999.94,0.6106555118539893,0.9054845036116544
2020-11-26,23.99,24.21,23.69,24.08,0.9220452640402276,1635130,2031861.0,75.44483985765122,79.26829268292663,0.4086653971821796,0.328221314593601,0.0804440825885786,22.84800394354355,22.28636271493185,23.215,24.39054914379352,22.03945085620648,0.1012749639279363,0.4628571428571423,11822250.0,23.00162475232933,1005.97,0.6222477742899472,0.94685179755607
2020-11-27,24.16,24.29,24.04,24.29,0.8720930232558155,1986420,2057683.5,73.35907335907335,92.07317073170717,0.4311807910857155,0.3488132098920239,0.0823675811936915,22.904552808502626,22.306299404335515,23.3165,24.495407165667917,22.13759283433208,0.101122138028256,0.4499999999999995,13808670.0,23.03104025357808,1010.22,0.6158169236253337,0.9322873470526964
2020-11-30,24.51,24.51,23.95,23.95,-1.3997529847673884,2761700,2152463.0,68.84057971014488,67.63005780346808,0.4167848086330927,0.3624075296402377,0.054377278992855,22.94555073758095,22.322654634143124,23.3965,24.514849818164905,22.278150181835088,0.0955997536524615,0.459285714285714,11046970.0,23.067330811914704,1003.08,0.6709900074120141,1.036319701083018
2020-12-01,23.78,23.95,23.69,23.86,-0.3757828810020847,3427370,2195687.0,66.66666666666663,60.36585365853647,0.3935767333937683,0.3686413703909438,0.0249353630028244,22.981411492969936,22.337951602957624,23.4485,24.550579851916368,22.34642014808363,0.0940000300161092,0.4564285714285712,7619600.0,23.097312749506965,1008.87,0.7271114522122251,1.0551360399990208
2020-12-02,23.78,24.08,23.78,24.04,0.7544006705783701,2108200,2232612.5,66.1921708185053,70.62499999999987,0.3852675378826866,0.3719666038892924,0.0133009339933942,23.022924767755427,22.35488740790332,23.505000000000003,24.606702032502923,22.40329796749708,0.0937419300151389,0.459285714285714,9727800.0,23.11775105264412,1014.32,0.7269911834100241,1.05995607100958
2020-12-03,24.04,24.08,23.82,24.04,0.0,1627980,2248718.5,64.55223880597009,70.62499999999987,0.3743669711673654,0.372446677344907,0.0019202938224583,23.062810070980703,22.37165469737692,23.583,24.5965108339462,22.5694891660538,0.0859526636938644,0.468571428571428,9727800.0,23.133125674528944,1019.8,0.727995561742639,0.9591823359438842
2020-12-04,23.95,24.16,23.95,24.08,0.1663893510815306,1380920,2268401.5,70.79999999999998,73.12499999999982,0.3647512340409129,0.3709075886841081,-0.0061563546431952,23.10269987211872,22.388653158099544,23.6545,24.5896042722606,22.719395727739407,0.0790635415891771,0.4399999999999995,11108720.0,23.14698530575079,1021.49,0.7494080168802962,0.986167320488162
2020-12-07,24.16,24.21,23.99,24.08,0.0,1455180,2240578.0,66.81818181818178,66.92307692307668,0.3530608276422313,0.3673382364757328,-0.0142774088335014,23.14102536732975,22.4054824799095,23.7045,24.61692822356496,22.79207177643504,0.0769835451973222,0.4214285714285711,11108720.0,23.161613983606458,1029.98,0.6944126806178393,0.8834121090695529
2020-12-08,24.08,24.47,23.99,24.29,0.8720930232558155,2297110,2268466.5,69.70954356846471,81.19658119658102,0.3566303288667178,0.3651966549539298,-0.0085663260872119,23.18608319606192,22.424233898019857,23.7735,24.640540337797752,22.90645966220225,0.0729417492416135,0.4371428571428569,13405830.0,23.18753977083048,1029.26,0.6454527266291954,0.8012895861948524
2020-12-09,24.34,24.99,24.29,24.86,2.3466447097570957,3001820,2335146.0,70.79999999999998,90.64748201438852,0.400832868813346,0.3723238977258131,0.0285089710875329,23.25172699229479,22.44847037664653,23.871,24.7672588911693,22.9747411088307,0.0750918596765363,0.4249999999999997,16407650.0,23.233600947942605,1039.13,0.6407282928354812,0.8921193247760278
2020-12-10,24.64,24.94,24.42,24.42,-1.7699115044247704,2112490,2379043.5,59.655172413793146,58.99280575539583,0.3957968773890421,0.3770184936584589,0.0187783837305832,23.297541620047934,22.46808758682915,23.9355,24.792016199496555,23.07898380050344,0.0715686908146107,0.4349999999999997,14295160.0,23.26188703818755,1030.91,0.693628084924764,1.002503162212061
2020-12-11,24.47,24.64,24.34,24.64,0.9009009009008916,1750270,2400648.5,58.51063829787236,73.07692307692318,0.4048906518869373,0.3825929253041545,0.0222977265827827,23.35018704671272,22.48969865561692,24.0045,24.8542052120403,23.154794787959705,0.0707954935149908,0.4071428571428571,16045430.0,23.283543001059577,1045.96,0.6924864214250732,0.9608522903202228
2020-12-14,24.64,25.07,24.6,24.73,0.3652597402597379,1443760,2287152.0,62.36559139784951,75.3623188405797,0.4145807526828697,0.3889904907798976,0.025590261902972,23.40429735860634,22.511990211282424,24.089,24.8680385437394,23.3099614562606,0.0646800235575906,0.3949999999999998,17489190.0,23.30444560676114,1064.09,0.6311602595263935,0.9696531814209596
2020-12-15,24.86,24.9,24.47,24.51,-0.8896077638495758,2666900,2294720.5,61.48409893992939,59.420289855072525,0.3998982874639267,0.3911720501167035,0.0087262373472232,23.44765824650413,22.531870905697524,24.1475,24.86283209071034,23.43216790928966,0.0592468860718783,0.3914285714285712,14822290.0,23.337275299098973,1055.27,0.6463406805055519,1.0162465160497898
