date,open,high,low,close,price_change_percent,volume,volume_ma_20,rsi,stochastic_k,macd,macd_signal,macd_diff,ema_50,ema_200,sma_20,bollinger_upper,bollinger_lower,bollinger_width,atr,obv,vwap,vnindex_close,correlation_20,beta_20
2020-11-09,46.71,47.2,46.53,47.16,0.963391136801528,803680,772033.0,65.75576430401368,73.46221441124774,1.1907015611199083,1.1025168022737852,0.0881847588461233,43.77043062353579,42.356224115341135,45.0975,48.75033955876866,41.444660441231335,0.1619974304016259,1.505714285714287,9542930.0,45.26528874216849,951.99,0.6476776127301186,1.529454426055745
2020-11-10,47.33,47.65,46.93,46.93,-0.4877014418999126,781980,797532.5,65.75576430401368,69.20353982300881,1.1728305318315364,1.1165795481853356,0.0562509836462008,43.894335304965765,42.40173432314869,45.353,48.74620745639067,41.95979254360933,0.149635413595161,1.519285714285715,8760950.0,45.355291304835625,951.9,0.6524992448525658,1.5530465557616022
2020-11-11,46.93,47.11,45.78,47.02,0.1917749840187665,1032780,829708.5,61.99052132701425,65.33613445378158,1.1526429102314637,1.1237922205945612,0.0288506896369025,44.01691039104554,42.44768721545567,45.593,48.721881421110176,42.46411857888983,0.1372527107718365,1.509285714285715,9793730.0,45.43056150586794,952.22,0.664422552990709,1.6332841720448197
2020-11-12,47.02,47.47,46.67,47.47,0.957039557635042,682660,795912.5,56.74217907227617,74.78991596638652,1.1595883017387365,1.1309514368233962,0.0286368649153403,44.15232566982807,42.49766047699342,45.8,48.84516873614237,42.754831263857625,0.132976800704907,1.4107142857142865,10476390.0,45.49682168433221,959.28,0.6681790379204559,1.5842523468430147
2020-11-13,47.47,48.0,47.16,47.73,0.5477143459026612,535350,792850.5,55.64159292035398,93.39853300733488,1.1725559070308833,1.1392723308648938,0.0332835761659895,44.29262662395246,42.549723556824325,46.0175,48.9543574325199,43.0806425674801,0.1276408945518509,1.2957142857142865,11011740.0,45.5575671109286,966.29,0.6611465159759814,1.5476501558104772
2020-11-16,47.73,48.22,44.44,45.33,-5.028284098051539,1781800,863411.0,42.614145031333926,32.94663573085849,0.9779002598149872,1.1069979166549129,-0.1290976568399253,44.33330793281707,42.57738799904498,46.113,48.80851752671767,43.417482473282334,0.1169092241544755,1.4671428571428575,9229940.0,45.595581192901854,950.79,0.7212020087119712,1.7939506135429268
2020-11-17,45.78,47.11,45.42,47.11,3.926759320538276,862320,880964.5,62.2857142857143,70.63492063492066,0.956242413593813,1.0768468160426927,-0.1206044024488797,44.44219781780463,42.62248861596992,46.295,48.71677403439797,43.87322596560203,0.1046235677458891,1.3335714285714286,10092260.0,45.63382714258889,968.9,0.7528238212007434,1.820417377298445
2020-11-18,47.07,47.11,45.78,46.62,-1.0401188707280906,751270,909927.5,58.64312267657993,57.67195767195765,0.8892883470262944,1.0393351222394132,-0.1500467752131187,44.52760182494955,42.66226484864684,46.464,48.41390310150612,44.51409689849388,0.0839317795069784,1.3328571428571423,9340990.0,45.66325857662642,973.53,0.7350883752276335,1.8034126261435848
2020-11-19,46.58,46.58,45.78,46.22,-0.8580008580008514,1192700,938482.0,43.53899883585565,47.0899470899471,0.794788285219532,0.9904257548354368,-0.1956374696159049,44.59397038083388,42.69766519841154,46.5505,48.27177828876346,44.82922171123654,0.0739531600633057,1.209285714285714,8148290.0,45.69029061435565,983.26,0.6888126603945842,1.6667673224019008
2020-11-20,46.45,46.45,45.96,46.13,-0.1947209000432659,533840,877120.0,43.08755760368665,44.70899470899482,0.7045128717216969,0.933243178212689,-0.2287303064909921,44.65420683648746,42.73181778350198,46.546,48.27138203244811,44.82061796755189,0.0741366404179998,1.1807142857142854,7614450.0,45.70121906027943,990.0,0.6609071806361357,1.5360683460864475
